"","Site","Exposure","Depth","Transect","Quad","Major.Category","Porcentaje"
"925","Los Molles","protected","shallow",1,5,"Algae indet",4.761904762
"926","Los Molles","protected","shallow",1,5,"Articulated Calcareous",0
"927","Los Molles","protected","shallow",1,5,"Corticated",0
"928","Los Molles","protected","shallow",1,5,"Crustose",78.57142857
"929","Los Molles","protected","shallow",1,5,"Filamentous",16.66666667
"930","Los Molles","protected","shallow",1,5,"Fish",0
"931","Los Molles","protected","shallow",1,5,"Invertebrates",0
"932","Los Molles","protected","shallow",1,5,"Leathery",0
"933","Los Molles","protected","shallow",1,5,"Substrate",0
"934","Los Molles","protected","shallow",1,5,"TWS",16
"935","Los Molles","protected","shallow",1,5,NA,0
"936","Los Molles","protected","shallow",1,6,"Algae indet",2.222222222
"937","Los Molles","protected","shallow",1,6,"Articulated Calcareous",0
"938","Los Molles","protected","shallow",1,6,"Corticated",0
"939","Los Molles","protected","shallow",1,6,"Crustose",97.77777778
"940","Los Molles","protected","shallow",1,6,"Filamentous",0
"941","Los Molles","protected","shallow",1,6,"Fish",0
"942","Los Molles","protected","shallow",1,6,"Invertebrates",0
"943","Los Molles","protected","shallow",1,6,"Leathery",0
"944","Los Molles","protected","shallow",1,6,"Substrate",0
"945","Los Molles","protected","shallow",1,6,"TWS",10
"946","Los Molles","protected","shallow",1,6,NA,0
"947","Los Molles","protected","shallow",1,7,"Algae indet",8.695652174
"948","Los Molles","protected","shallow",1,7,"Articulated Calcareous",0
"949","Los Molles","protected","shallow",1,7,"Corticated",0
"950","Los Molles","protected","shallow",1,7,"Crustose",78.260869563
"951","Los Molles","protected","shallow",1,7,"Filamentous",8.695652174
"952","Los Molles","protected","shallow",1,7,"Fish",0
"953","Los Molles","protected","shallow",1,7,"Invertebrates",2.173913043
"954","Los Molles","protected","shallow",1,7,"Leathery",0
"955","Los Molles","protected","shallow",1,7,"Substrate",2.173913043
"956","Los Molles","protected","shallow",1,7,"TWS",8
"957","Los Molles","protected","shallow",1,7,NA,0
"958","Los Molles","protected","shallow",1,8,"Algae indet",0
"959","Los Molles","protected","shallow",1,8,"Articulated Calcareous",0
"960","Los Molles","protected","shallow",1,8,"Corticated",0
"961","Los Molles","protected","shallow",1,8,"Crustose",15.909090913
"962","Los Molles","protected","shallow",1,8,"Filamentous",75
"963","Los Molles","protected","shallow",1,8,"Fish",0
"964","Los Molles","protected","shallow",1,8,"Invertebrates",0
"965","Los Molles","protected","shallow",1,8,"Leathery",0
"966","Los Molles","protected","shallow",1,8,"Substrate",9.090909091
"967","Los Molles","protected","shallow",1,8,"TWS",12
"968","Los Molles","protected","shallow",1,8,NA,0
"969","Los Molles","protected","shallow",1,9,"Algae indet",2.325581395
"970","Los Molles","protected","shallow",1,9,"Articulated Calcareous",0
"971","Los Molles","protected","shallow",1,9,"Corticated",0
"972","Los Molles","protected","shallow",1,9,"Crustose",65.116279066
"973","Los Molles","protected","shallow",1,9,"Filamentous",32.55813953
"974","Los Molles","protected","shallow",1,9,"Fish",0
"975","Los Molles","protected","shallow",1,9,"Invertebrates",0
"976","Los Molles","protected","shallow",1,9,"Leathery",0
"977","Los Molles","protected","shallow",1,9,"Substrate",0
"978","Los Molles","protected","shallow",1,9,"TWS",14
"979","Los Molles","protected","shallow",1,9,NA,0
"980","Los Molles","protected","shallow",1,10,"Algae indet",0
"981","Los Molles","protected","shallow",1,10,"Articulated Calcareous",0
"982","Los Molles","protected","shallow",1,10,"Corticated",0
"983","Los Molles","protected","shallow",1,10,"Crustose",80.851063832
"984","Los Molles","protected","shallow",1,10,"Filamentous",19.14893617
"985","Los Molles","protected","shallow",1,10,"Fish",0
"986","Los Molles","protected","shallow",1,10,"Invertebrates",0
"987","Los Molles","protected","shallow",1,10,"Leathery",0
"988","Los Molles","protected","shallow",1,10,"Substrate",0
"989","Los Molles","protected","shallow",1,10,"TWS",6
"990","Los Molles","protected","shallow",1,10,NA,0
"991","Los Molles","protected","shallow",2,1,"Algae indet",0
"992","Los Molles","protected","shallow",2,1,"Articulated Calcareous",0
"993","Los Molles","protected","shallow",2,1,"Corticated",0
"994","Los Molles","protected","shallow",2,1,"Crustose",84.782608697
"995","Los Molles","protected","shallow",2,1,"Filamentous",8.695652174
"996","Los Molles","protected","shallow",2,1,"Fish",0
"997","Los Molles","protected","shallow",2,1,"Invertebrates",2.173913043
"998","Los Molles","protected","shallow",2,1,"Leathery",0
"999","Los Molles","protected","shallow",2,1,"Substrate",4.347826087
"1000","Los Molles","protected","shallow",2,1,"TWS",8
"1001","Los Molles","protected","shallow",2,1,NA,0
"1002","Los Molles","protected","shallow",2,2,"Algae indet",0
"1003","Los Molles","protected","shallow",2,2,"Articulated Calcareous",0
"1004","Los Molles","protected","shallow",2,2,"Corticated",0
"1005","Los Molles","protected","shallow",2,2,"Crustose",82.978723409
"1006","Los Molles","protected","shallow",2,2,"Filamentous",8.510638298
"1007","Los Molles","protected","shallow",2,2,"Fish",0
"1008","Los Molles","protected","shallow",2,2,"Invertebrates",0
"1009","Los Molles","protected","shallow",2,2,"Leathery",0
"1010","Los Molles","protected","shallow",2,2,"Substrate",8.510638298
"1011","Los Molles","protected","shallow",2,2,"TWS",6
"1012","Los Molles","protected","shallow",2,2,NA,0
"1013","Los Molles","protected","shallow",2,3,"Algae indet",0
"1014","Los Molles","protected","shallow",2,3,"Articulated Calcareous",0
"1015","Los Molles","protected","shallow",2,3,"Corticated",0
"1016","Los Molles","protected","shallow",2,3,"Crustose",91.66666667
"1017","Los Molles","protected","shallow",2,3,"Filamentous",5.555555556
"1018","Los Molles","protected","shallow",2,3,"Fish",0
"1019","Los Molles","protected","shallow",2,3,"Invertebrates",2.777777778
"1020","Los Molles","protected","shallow",2,3,"Leathery",0
"1021","Los Molles","protected","shallow",2,3,"Substrate",0
"1022","Los Molles","protected","shallow",2,3,"TWS",28
"1023","Los Molles","protected","shallow",2,3,NA,0
"1024","Los Molles","protected","shallow",2,4,"Algae indet",0
"1025","Los Molles","protected","shallow",2,4,"Articulated Calcareous",0
"1026","Los Molles","protected","shallow",2,4,"Corticated",0
"1027","Los Molles","protected","shallow",2,4,"Crustose",75.555555558
"1028","Los Molles","protected","shallow",2,4,"Filamentous",24.44444444
"1029","Los Molles","protected","shallow",2,4,"Fish",0
"1030","Los Molles","protected","shallow",2,4,"Invertebrates",0
"1031","Los Molles","protected","shallow",2,4,"Leathery",0
"1032","Los Molles","protected","shallow",2,4,"Substrate",0
"1033","Los Molles","protected","shallow",2,4,"TWS",10
"1034","Los Molles","protected","shallow",2,4,NA,0
"1035","Los Molles","protected","shallow",2,5,"Algae indet",0
"1036","Los Molles","protected","shallow",2,5,"Articulated Calcareous",6.52173913
"1037","Los Molles","protected","shallow",2,5,"Corticated",0
"1038","Los Molles","protected","shallow",2,5,"Crustose",93.478260876
"1039","Los Molles","protected","shallow",2,5,"Filamentous",0
"1040","Los Molles","protected","shallow",2,5,"Fish",0
"1041","Los Molles","protected","shallow",2,5,"Invertebrates",0
"1042","Los Molles","protected","shallow",2,5,"Leathery",0
"1043","Los Molles","protected","shallow",2,5,"Substrate",0
"1044","Los Molles","protected","shallow",2,5,"TWS",8
"1045","Los Molles","protected","shallow",2,5,NA,0
"1046","Los Molles","protected","shallow",2,6,"Algae indet",0
"1047","Los Molles","protected","shallow",2,6,"Articulated Calcareous",0
"1048","Los Molles","protected","shallow",2,6,"Corticated",0
"1049","Los Molles","protected","shallow",2,6,"Crustose",95.348837206
"1050","Los Molles","protected","shallow",2,6,"Filamentous",4.651162791
"1051","Los Molles","protected","shallow",2,6,"Fish",0
"1052","Los Molles","protected","shallow",2,6,"Invertebrates",0
"1053","Los Molles","protected","shallow",2,6,"Leathery",0
"1054","Los Molles","protected","shallow",2,6,"Substrate",0
"1055","Los Molles","protected","shallow",2,6,"TWS",14
"1056","Los Molles","protected","shallow",2,6,NA,0
"1057","Los Molles","protected","shallow",2,7,"Algae indet",4.545454545
"1058","Los Molles","protected","shallow",2,7,"Articulated Calcareous",0
"1059","Los Molles","protected","shallow",2,7,"Corticated",0
"1060","Los Molles","protected","shallow",2,7,"Crustose",74.999999996
"1061","Los Molles","protected","shallow",2,7,"Filamentous",20.45454545
"1062","Los Molles","protected","shallow",2,7,"Fish",0
"1063","Los Molles","protected","shallow",2,7,"Invertebrates",0
"1064","Los Molles","protected","shallow",2,7,"Leathery",0
"1065","Los Molles","protected","shallow",2,7,"Substrate",0
"1066","Los Molles","protected","shallow",2,7,"TWS",12
"1067","Los Molles","protected","shallow",2,7,NA,0
"1068","Los Molles","protected","shallow",2,8,"Algae indet",0
"1069","Los Molles","protected","shallow",2,8,"Articulated Calcareous",0
"1070","Los Molles","protected","shallow",2,8,"Corticated",0
"1071","Los Molles","protected","shallow",2,8,"Crustose",77.27272728
"1072","Los Molles","protected","shallow",2,8,"Filamentous",11.36363636
"1073","Los Molles","protected","shallow",2,8,"Fish",0
"1074","Los Molles","protected","shallow",2,8,"Invertebrates",6.818181818
"1075","Los Molles","protected","shallow",2,8,"Leathery",0
"1076","Los Molles","protected","shallow",2,8,"Substrate",4.545454545
"1077","Los Molles","protected","shallow",2,8,"TWS",12
"1078","Los Molles","protected","shallow",2,8,NA,0
"1079","Los Molles","protected","shallow",2,9,"Algae indet",0
"1080","Los Molles","protected","shallow",2,9,"Articulated Calcareous",0
"1081","Los Molles","protected","shallow",2,9,"Corticated",0
"1082","Los Molles","protected","shallow",2,9,"Crustose",81.818181823
"1083","Los Molles","protected","shallow",2,9,"Filamentous",18.18181818
"1084","Los Molles","protected","shallow",2,9,"Fish",0
"1085","Los Molles","protected","shallow",2,9,"Invertebrates",0
"1086","Los Molles","protected","shallow",2,9,"Leathery",0
"1087","Los Molles","protected","shallow",2,9,"Substrate",0
"1088","Los Molles","protected","shallow",2,9,"TWS",12
"1089","Los Molles","protected","shallow",2,9,NA,0
"1090","Los Molles","protected","shallow",2,10,"Algae indet",0
"1091","Los Molles","protected","shallow",2,10,"Articulated Calcareous",0
"1092","Los Molles","protected","shallow",2,10,"Corticated",0
"1093","Los Molles","protected","shallow",2,10,"Crustose",94.736842107
"1094","Los Molles","protected","shallow",2,10,"Filamentous",0
"1095","Los Molles","protected","shallow",2,10,"Fish",0
"1096","Los Molles","protected","shallow",2,10,"Invertebrates",0
"1097","Los Molles","protected","shallow",2,10,"Leathery",5.263157895
"1098","Los Molles","protected","shallow",2,10,"Substrate",0
"1099","Los Molles","protected","shallow",2,10,"TWS",24
"1100","Los Molles","protected","shallow",2,10,NA,0
"1101","Los Molles","protected","shallow",3,1,"Algae indet",0
"1102","Los Molles","protected","shallow",3,1,"Articulated Calcareous",0
"1103","Los Molles","protected","shallow",3,1,"Corticated",0
"1104","Los Molles","protected","shallow",3,1,"Crustose",100
"1105","Los Molles","protected","shallow",3,1,"Filamentous",0
"1106","Los Molles","protected","shallow",3,1,"Fish",0
"1107","Los Molles","protected","shallow",3,1,"Invertebrates",0
"1108","Los Molles","protected","shallow",3,1,"Leathery",0
"1109","Los Molles","protected","shallow",3,1,"Substrate",0
"1110","Los Molles","protected","shallow",3,1,"TWS",20
"1111","Los Molles","protected","shallow",3,1,NA,0
"1112","Los Molles","protected","shallow",3,2,"Algae indet",0
"1113","Los Molles","protected","shallow",3,2,"Articulated Calcareous",0
"1114","Los Molles","protected","shallow",3,2,"Corticated",0
"1115","Los Molles","protected","shallow",3,2,"Crustose",100.000000002
"1116","Los Molles","protected","shallow",3,2,"Filamentous",0
"1117","Los Molles","protected","shallow",3,2,"Fish",0
"1118","Los Molles","protected","shallow",3,2,"Invertebrates",0
"1119","Los Molles","protected","shallow",3,2,"Leathery",0
"1120","Los Molles","protected","shallow",3,2,"Substrate",0
"1121","Los Molles","protected","shallow",3,2,"TWS",18
"1122","Los Molles","protected","shallow",3,2,NA,0
"1123","Los Molles","protected","shallow",3,3,"Algae indet",0
"1124","Los Molles","protected","shallow",3,3,"Articulated Calcareous",2.222222222
"1125","Los Molles","protected","shallow",3,3,"Corticated",0
"1126","Los Molles","protected","shallow",3,3,"Crustose",95.555555559
"1127","Los Molles","protected","shallow",3,3,"Filamentous",2.222222222
"1128","Los Molles","protected","shallow",3,3,"Fish",0
"1129","Los Molles","protected","shallow",3,3,"Invertebrates",0
"1130","Los Molles","protected","shallow",3,3,"Leathery",0
"1131","Los Molles","protected","shallow",3,3,"Substrate",0
"1132","Los Molles","protected","shallow",3,3,"TWS",10
"1133","Los Molles","protected","shallow",3,3,NA,0
"1134","Los Molles","protected","shallow",3,4,"Algae indet",0
"1135","Los Molles","protected","shallow",3,4,"Articulated Calcareous",0
"1136","Los Molles","protected","shallow",3,4,"Corticated",0
"1137","Los Molles","protected","shallow",3,4,"Crustose",80.43478261
"1138","Los Molles","protected","shallow",3,4,"Filamentous",19.56521739
"1139","Los Molles","protected","shallow",3,4,"Fish",0
"1140","Los Molles","protected","shallow",3,4,"Invertebrates",0
"1141","Los Molles","protected","shallow",3,4,"Leathery",0
"1142","Los Molles","protected","shallow",3,4,"Substrate",0
"1143","Los Molles","protected","shallow",3,4,"TWS",8
"1144","Los Molles","protected","shallow",3,4,NA,0
"1145","Los Molles","protected","shallow",3,5,"Algae indet",0
"1146","Los Molles","protected","shallow",3,5,"Articulated Calcareous",0
"1147","Los Molles","protected","shallow",3,5,"Corticated",0
"1148","Los Molles","protected","shallow",3,5,"Crustose",86.95652174
"1149","Los Molles","protected","shallow",3,5,"Filamentous",6.52173913
"1150","Los Molles","protected","shallow",3,5,"Fish",0
"1151","Los Molles","protected","shallow",3,5,"Invertebrates",0
"1152","Los Molles","protected","shallow",3,5,"Leathery",2.173913043
"1153","Los Molles","protected","shallow",3,5,"Substrate",0
"1154","Los Molles","protected","shallow",3,5,"TWS",8
"1155","Los Molles","protected","shallow",3,5,NA,4.347826087
"1156","Los Molles","protected","shallow",3,6,"Algae indet",0
"1157","Los Molles","protected","shallow",3,6,"Articulated Calcareous",4.255319149
"1158","Los Molles","protected","shallow",3,6,"Corticated",0
"1159","Los Molles","protected","shallow",3,6,"Crustose",93.617021281
"1160","Los Molles","protected","shallow",3,6,"Filamentous",0
"1161","Los Molles","protected","shallow",3,6,"Fish",0
"1162","Los Molles","protected","shallow",3,6,"Invertebrates",0
"1163","Los Molles","protected","shallow",3,6,"Leathery",2.127659574
"1164","Los Molles","protected","shallow",3,6,"Substrate",0
"1165","Los Molles","protected","shallow",3,6,"TWS",6
"1166","Los Molles","protected","shallow",3,6,NA,0
"1167","Los Molles","protected","shallow",3,7,"Algae indet",0
"1168","Los Molles","protected","shallow",3,7,"Articulated Calcareous",2.127659574
"1169","Los Molles","protected","shallow",3,7,"Corticated",0
"1170","Los Molles","protected","shallow",3,7,"Crustose",97.872340421
"1171","Los Molles","protected","shallow",3,7,"Filamentous",0
"1172","Los Molles","protected","shallow",3,7,"Fish",0
"1173","Los Molles","protected","shallow",3,7,"Invertebrates",0
"1174","Los Molles","protected","shallow",3,7,"Leathery",0
"1175","Los Molles","protected","shallow",3,7,"Substrate",0
"1176","Los Molles","protected","shallow",3,7,"TWS",6
"1177","Los Molles","protected","shallow",3,7,NA,0
"1178","Los Molles","protected","shallow",3,8,"Algae indet",0
"1179","Los Molles","protected","shallow",3,8,"Articulated Calcareous",0
"1180","Los Molles","protected","shallow",3,8,"Corticated",0
"1181","Los Molles","protected","shallow",3,8,"Crustose",97.777777774
"1182","Los Molles","protected","shallow",3,8,"Filamentous",0
"1183","Los Molles","protected","shallow",3,8,"Fish",0
"1184","Los Molles","protected","shallow",3,8,"Invertebrates",2.222222222
"1185","Los Molles","protected","shallow",3,8,"Leathery",0
"1186","Los Molles","protected","shallow",3,8,"Substrate",0
"1187","Los Molles","protected","shallow",3,8,"TWS",10
"1188","Los Molles","protected","shallow",3,8,NA,0
"1189","Los Molles","protected","shallow",3,9,"Algae indet",0
"1190","Los Molles","protected","shallow",3,9,"Articulated Calcareous",0
"1191","Los Molles","protected","shallow",3,9,"Corticated",0
"1192","Los Molles","protected","shallow",3,9,"Crustose",95.348837211
"1193","Los Molles","protected","shallow",3,9,"Filamentous",4.651162791
"1194","Los Molles","protected","shallow",3,9,"Fish",0
"1195","Los Molles","protected","shallow",3,9,"Invertebrates",0
"1196","Los Molles","protected","shallow",3,9,"Leathery",0
"1197","Los Molles","protected","shallow",3,9,"Substrate",0
"1198","Los Molles","protected","shallow",3,9,"TWS",14
"1199","Los Molles","protected","shallow",3,9,NA,0
"1200","Los Molles","protected","shallow",3,10,"Algae indet",0
"1201","Los Molles","protected","shallow",3,10,"Articulated Calcareous",0
"1202","Los Molles","protected","shallow",3,10,"Corticated",0
"1203","Los Molles","protected","shallow",3,10,"Crustose",94.871794874
"1204","Los Molles","protected","shallow",3,10,"Filamentous",0
"1205","Los Molles","protected","shallow",3,10,"Fish",0
"1206","Los Molles","protected","shallow",3,10,"Invertebrates",2.564102564
"1207","Los Molles","protected","shallow",3,10,"Leathery",0
"1208","Los Molles","protected","shallow",3,10,"Substrate",2.564102564
"1209","Los Molles","protected","shallow",3,10,"TWS",22
"1210","Los Molles","protected","shallow",3,10,NA,0
"1211","Quintay","exposed","deep",1,1,"Algae indet",0
"1212","Quintay","exposed","deep",1,1,"Articulated Calcareous",0
"1213","Quintay","exposed","deep",1,1,"Corticated",0
"1214","Quintay","exposed","deep",1,1,"Crustose",57.14285714
"1215","Quintay","exposed","deep",1,1,"Filamentous",0
"1216","Quintay","exposed","deep",1,1,"Fish",0
"1217","Quintay","exposed","deep",1,1,"Invertebrates",40.816326527
"1218","Quintay","exposed","deep",1,1,"Leathery",0
"1219","Quintay","exposed","deep",1,1,"Substrate",2.040816327
"1220","Quintay","exposed","deep",1,1,"TWS",2
"1221","Quintay","exposed","deep",1,1,NA,0
"1222","Quintay","exposed","deep",1,2,"Algae indet",0
"1223","Quintay","exposed","deep",1,2,"Articulated Calcareous",0
"1224","Quintay","exposed","deep",1,2,"Corticated",0
"1225","Quintay","exposed","deep",1,2,"Crustose",34
"1226","Quintay","exposed","deep",1,2,"Filamentous",2
"1227","Quintay","exposed","deep",1,2,"Fish",0
"1228","Quintay","exposed","deep",1,2,"Invertebrates",64
"1229","Quintay","exposed","deep",1,2,"Leathery",0
"1230","Quintay","exposed","deep",1,2,"Substrate",0
"1231","Quintay","exposed","deep",1,2,"TWS",0
"1232","Quintay","exposed","deep",1,2,NA,0
"1233","Quintay","exposed","deep",1,3,"Algae indet",0
"1234","Quintay","exposed","deep",1,3,"Articulated Calcareous",0
"1235","Quintay","exposed","deep",1,3,"Corticated",0
"1236","Quintay","exposed","deep",1,3,"Crustose",63.26530612
"1237","Quintay","exposed","deep",1,3,"Filamentous",0
"1238","Quintay","exposed","deep",1,3,"Fish",0
"1239","Quintay","exposed","deep",1,3,"Invertebrates",34.69387755
"1240","Quintay","exposed","deep",1,3,"Leathery",0
"1241","Quintay","exposed","deep",1,3,"Substrate",2.040816327
"1242","Quintay","exposed","deep",1,3,"TWS",2
"1243","Quintay","exposed","deep",1,3,NA,0
"1244","Quintay","exposed","deep",1,4,"Algae indet",0
"1245","Quintay","exposed","deep",1,4,"Articulated Calcareous",0
"1246","Quintay","exposed","deep",1,4,"Corticated",0
"1247","Quintay","exposed","deep",1,4,"Crustose",87.75510204
"1248","Quintay","exposed","deep",1,4,"Filamentous",0
"1249","Quintay","exposed","deep",1,4,"Fish",0
"1250","Quintay","exposed","deep",1,4,"Invertebrates",4.081632653
"1251","Quintay","exposed","deep",1,4,"Leathery",0
"1252","Quintay","exposed","deep",1,4,"Substrate",8.163265306
"1253","Quintay","exposed","deep",1,4,"TWS",2
"1254","Quintay","exposed","deep",1,4,NA,0
"1255","Quintay","exposed","deep",1,5,"Algae indet",2
"1256","Quintay","exposed","deep",1,5,"Articulated Calcareous",0
"1257","Quintay","exposed","deep",1,5,"Corticated",0
"1258","Quintay","exposed","deep",1,5,"Crustose",82
"1259","Quintay","exposed","deep",1,5,"Filamentous",0
"1260","Quintay","exposed","deep",1,5,"Fish",0
"1261","Quintay","exposed","deep",1,5,"Invertebrates",14
"1262","Quintay","exposed","deep",1,5,"Leathery",0
"1263","Quintay","exposed","deep",1,5,"Substrate",2
"1264","Quintay","exposed","deep",1,5,"TWS",0
"1265","Quintay","exposed","deep",1,5,NA,0
"1266","Quintay","exposed","deep",1,6,"Algae indet",0
"1267","Quintay","exposed","deep",1,6,"Articulated Calcareous",0
"1268","Quintay","exposed","deep",1,6,"Corticated",0
"1269","Quintay","exposed","deep",1,6,"Crustose",82
"1270","Quintay","exposed","deep",1,6,"Filamentous",0
"1271","Quintay","exposed","deep",1,6,"Fish",0
"1272","Quintay","exposed","deep",1,6,"Invertebrates",18
"1273","Quintay","exposed","deep",1,6,"Leathery",0
"1274","Quintay","exposed","deep",1,6,"Substrate",0
"1275","Quintay","exposed","deep",1,6,"TWS",0
"1276","Quintay","exposed","deep",1,6,NA,0
"1277","Quintay","exposed","deep",1,7,"Algae indet",0
"1278","Quintay","exposed","deep",1,7,"Articulated Calcareous",0
"1279","Quintay","exposed","deep",1,7,"Corticated",0
"1280","Quintay","exposed","deep",1,7,"Crustose",94
"1281","Quintay","exposed","deep",1,7,"Filamentous",0
"1282","Quintay","exposed","deep",1,7,"Fish",0
"1283","Quintay","exposed","deep",1,7,"Invertebrates",6
"1284","Quintay","exposed","deep",1,7,"Leathery",0
"1285","Quintay","exposed","deep",1,7,"Substrate",0
"1286","Quintay","exposed","deep",1,7,"TWS",0
"1287","Quintay","exposed","deep",1,7,NA,0
"1288","Quintay","exposed","deep",1,8,"Algae indet",0
"1289","Quintay","exposed","deep",1,8,"Articulated Calcareous",0
"1290","Quintay","exposed","deep",1,8,"Corticated",0
"1291","Quintay","exposed","deep",1,8,"Crustose",25.000000003
"1292","Quintay","exposed","deep",1,8,"Filamentous",14.58333333
"1293","Quintay","exposed","deep",1,8,"Fish",0
"1294","Quintay","exposed","deep",1,8,"Invertebrates",41.66666667
"1295","Quintay","exposed","deep",1,8,"Leathery",0
"1296","Quintay","exposed","deep",1,8,"Substrate",18.749999997
"1297","Quintay","exposed","deep",1,8,"TWS",4
"1298","Quintay","exposed","deep",1,8,NA,0
"1299","Quintay","exposed","deep",1,9,"Algae indet",6
"1300","Quintay","exposed","deep",1,9,"Articulated Calcareous",0
"1301","Quintay","exposed","deep",1,9,"Corticated",0
"1302","Quintay","exposed","deep",1,9,"Crustose",56
"1303","Quintay","exposed","deep",1,9,"Filamentous",2
"1304","Quintay","exposed","deep",1,9,"Fish",2
"1305","Quintay","exposed","deep",1,9,"Invertebrates",18
"1306","Quintay","exposed","deep",1,9,"Leathery",0
"1307","Quintay","exposed","deep",1,9,"Substrate",16
"1308","Quintay","exposed","deep",1,9,"TWS",0
"1309","Quintay","exposed","deep",1,9,NA,0
"1310","Quintay","exposed","deep",1,10,"Algae indet",0
"1311","Quintay","exposed","deep",1,10,"Articulated Calcareous",0
"1312","Quintay","exposed","deep",1,10,"Corticated",0
"1313","Quintay","exposed","deep",1,10,"Crustose",33.33333334
"1314","Quintay","exposed","deep",1,10,"Filamentous",0
"1315","Quintay","exposed","deep",1,10,"Fish",0
"1316","Quintay","exposed","deep",1,10,"Invertebrates",60.416666667
"1317","Quintay","exposed","deep",1,10,"Leathery",0
"1318","Quintay","exposed","deep",1,10,"Substrate",6.25
"1319","Quintay","exposed","deep",1,10,"TWS",4
"1320","Quintay","exposed","deep",1,10,NA,0
"1321","Quintay","exposed","deep",2,1,"Algae indet",2
"1322","Quintay","exposed","deep",2,1,"Articulated Calcareous",0
"1323","Quintay","exposed","deep",2,1,"Corticated",0
"1324","Quintay","exposed","deep",2,1,"Crustose",8
"1325","Quintay","exposed","deep",2,1,"Filamentous",0
"1326","Quintay","exposed","deep",2,1,"Fish",0
"1327","Quintay","exposed","deep",2,1,"Invertebrates",90
"1328","Quintay","exposed","deep",2,1,"Leathery",0
"1329","Quintay","exposed","deep",2,1,"Substrate",0
"1330","Quintay","exposed","deep",2,1,"TWS",0
"1331","Quintay","exposed","deep",2,1,NA,0
"1332","Quintay","exposed","deep",2,2,"Algae indet",0
"1333","Quintay","exposed","deep",2,2,"Articulated Calcareous",0
"1334","Quintay","exposed","deep",2,2,"Corticated",0
"1335","Quintay","exposed","deep",2,2,"Crustose",82
"1336","Quintay","exposed","deep",2,2,"Filamentous",0
"1337","Quintay","exposed","deep",2,2,"Fish",0
"1338","Quintay","exposed","deep",2,2,"Invertebrates",18
"1339","Quintay","exposed","deep",2,2,"Leathery",0
"1340","Quintay","exposed","deep",2,2,"Substrate",0
"1341","Quintay","exposed","deep",2,2,"TWS",0
"1342","Quintay","exposed","deep",2,2,NA,0
"1343","Quintay","exposed","deep",2,3,"Algae indet",0
"1344","Quintay","exposed","deep",2,3,"Articulated Calcareous",0
"1345","Quintay","exposed","deep",2,3,"Corticated",0
"1346","Quintay","exposed","deep",2,3,"Crustose",82
"1347","Quintay","exposed","deep",2,3,"Filamentous",0
"1348","Quintay","exposed","deep",2,3,"Fish",0
"1349","Quintay","exposed","deep",2,3,"Invertebrates",18
"1350","Quintay","exposed","deep",2,3,"Leathery",0
"1351","Quintay","exposed","deep",2,3,"Substrate",0
"1352","Quintay","exposed","deep",2,3,"TWS",0
"1353","Quintay","exposed","deep",2,3,NA,0
"1354","Quintay","exposed","deep",2,4,"Algae indet",0
"1355","Quintay","exposed","deep",2,4,"Articulated Calcareous",0
"1356","Quintay","exposed","deep",2,4,"Corticated",0
"1357","Quintay","exposed","deep",2,4,"Crustose",19.047619051
"1358","Quintay","exposed","deep",2,4,"Filamentous",0
"1359","Quintay","exposed","deep",2,4,"Fish",0
"1360","Quintay","exposed","deep",2,4,"Invertebrates",80.952380956
"1361","Quintay","exposed","deep",2,4,"Leathery",0
"1362","Quintay","exposed","deep",2,4,"Substrate",0
"1363","Quintay","exposed","deep",2,4,"TWS",16
"1364","Quintay","exposed","deep",2,4,NA,0
"1365","Quintay","exposed","deep",2,5,"Algae indet",0
"1366","Quintay","exposed","deep",2,5,"Articulated Calcareous",0
"1367","Quintay","exposed","deep",2,5,"Corticated",0
"1368","Quintay","exposed","deep",2,5,"Crustose",38.29787234
"1369","Quintay","exposed","deep",2,5,"Filamentous",0
"1370","Quintay","exposed","deep",2,5,"Fish",0
"1371","Quintay","exposed","deep",2,5,"Invertebrates",59.57446808
"1372","Quintay","exposed","deep",2,5,"Leathery",0
"1373","Quintay","exposed","deep",2,5,"Substrate",2.127659574
"1374","Quintay","exposed","deep",2,5,"TWS",6
"1375","Quintay","exposed","deep",2,5,NA,0
"1376","Quintay","exposed","deep",2,6,"Algae indet",2.272727273
"1377","Quintay","exposed","deep",2,6,"Articulated Calcareous",0
"1378","Quintay","exposed","deep",2,6,"Corticated",0
"1379","Quintay","exposed","deep",2,6,"Crustose",22.727272728
"1380","Quintay","exposed","deep",2,6,"Filamentous",0
"1381","Quintay","exposed","deep",2,6,"Fish",0
"1382","Quintay","exposed","deep",2,6,"Invertebrates",75.000000003
"1383","Quintay","exposed","deep",2,6,"Leathery",0
"1384","Quintay","exposed","deep",2,6,"Substrate",0
"1385","Quintay","exposed","deep",2,6,"TWS",12
"1386","Quintay","exposed","deep",2,6,NA,0
"1387","Quintay","exposed","deep",2,7,"Algae indet",0
"1388","Quintay","exposed","deep",2,7,"Articulated Calcareous",0
"1389","Quintay","exposed","deep",2,7,"Corticated",0
"1390","Quintay","exposed","deep",2,7,"Crustose",26
"1391","Quintay","exposed","deep",2,7,"Filamentous",0
"1392","Quintay","exposed","deep",2,7,"Fish",0
"1393","Quintay","exposed","deep",2,7,"Invertebrates",74
"1394","Quintay","exposed","deep",2,7,"Leathery",0
"1395","Quintay","exposed","deep",2,7,"Substrate",0
"1396","Quintay","exposed","deep",2,7,"TWS",0
