Serie,Habitat,Site,Exposure,Depht,Transect,Quad,Subcategory,Cover
3358,Kelp,Los Molles,protected,shallow,2,1,Heliaster helianthus,0
3359,Kelp,Los Molles,protected,shallow,2,1,Hidrozoo,0
3360,Kelp,Los Molles,protected,shallow,2,1,Opistobranchio,0
3361,Kelp,Los Molles,protected,shallow,2,1,Sponge,0
3362,Kelp,Los Molles,protected,shallow,2,1,Poliqueto,0
3363,Kelp,Los Molles,protected,shallow,2,1,Tunicado,0
3364,Kelp,Los Molles,protected,shallow,2,1,Peces,0
3365,Kelp,Los Molles,protected,shallow,2,1,Shadow,6
3366,Kelp,Los Molles,protected,shallow,2,1,Tape,2
3367,Kelp,Los Molles,protected,shallow,2,1,Wand,0
3368,Kelp,Los Molles,protected,shallow,2,2,Boulder,0
3369,Kelp,Los Molles,protected,shallow,2,2,Conchuela,0
3370,Kelp,Los Molles,protected,shallow,2,2,Rock,0
3371,Kelp,Los Molles,protected,shallow,2,2,Rock,0
3372,Kelp,Los Molles,protected,shallow,2,2,Rock,8.510638298
3373,Kelp,Los Molles,protected,shallow,2,2,Rock,0
3374,Kelp,Los Molles,protected,shallow,2,2,Sand,0
3375,Kelp,Los Molles,protected,shallow,2,2,Corallina spp.,0
3376,Kelp,Los Molles,protected,shallow,2,2,Crustosa verde,4.255319149
3377,Kelp,Los Molles,protected,shallow,2,2,Gelidium spp.,0
3378,Kelp,Los Molles,protected,shallow,2,2,Hildenbrandia,23.40425532
3379,Kelp,Los Molles,protected,shallow,2,2,Algae indet,0
3380,Kelp,Los Molles,protected,shallow,2,2,Lessonia,0
3381,Kelp,Los Molles,protected,shallow,2,2,Lithothamnium,55.31914894
3382,Kelp,Los Molles,protected,shallow,2,2,Filamentous,0
3383,Kelp,Los Molles,protected,shallow,2,2,Filamentous,8.510638298
3384,Kelp,Los Molles,protected,shallow,2,2,Ralfsia confusa,0
3385,Kelp,Los Molles,protected,shallow,2,2,Lessonia skeleton,0
3386,Kelp,Los Molles,protected,shallow,2,2,Anemona ,0
3387,Kelp,Los Molles,protected,shallow,2,2,Calleporella,0
3388,Kelp,Los Molles,protected,shallow,2,2,Chiton,0
3389,Kelp,Los Molles,protected,shallow,2,2,Cirripedios,0
3390,Kelp,Los Molles,protected,shallow,2,2,Crustaceo,0
3391,Kelp,Los Molles,protected,shallow,2,2,Entalphora,0
3392,Kelp,Los Molles,protected,shallow,2,2,Erizos,0
3393,Kelp,Los Molles,protected,shallow,2,2,Estrella,0
3394,Kelp,Los Molles,protected,shallow,2,2,Gastropodo,0
3395,Kelp,Los Molles,protected,shallow,2,2,Heliaster helianthus,0
3396,Kelp,Los Molles,protected,shallow,2,2,Hidrozoo,0
3397,Kelp,Los Molles,protected,shallow,2,2,Opistobranchio,0
3398,Kelp,Los Molles,protected,shallow,2,2,Sponge,0
3399,Kelp,Los Molles,protected,shallow,2,2,Poliqueto,0
3400,Kelp,Los Molles,protected,shallow,2,2,Tunicado,0
3401,Kelp,Los Molles,protected,shallow,2,2,Peces,0
3402,Kelp,Los Molles,protected,shallow,2,2,Shadow,4
3403,Kelp,Los Molles,protected,shallow,2,2,Tape,2
3404,Kelp,Los Molles,protected,shallow,2,2,Wand,0
3405,Kelp,Los Molles,protected,shallow,2,3,Boulder,0
3406,Kelp,Los Molles,protected,shallow,2,3,Conchuela,0
3407,Kelp,Los Molles,protected,shallow,2,3,Rock,0
3408,Kelp,Los Molles,protected,shallow,2,3,Rock,0
3409,Kelp,Los Molles,protected,shallow,2,3,Rock,0
3410,Kelp,Los Molles,protected,shallow,2,3,Rock,0
3411,Kelp,Los Molles,protected,shallow,2,3,Sand,0
3412,Kelp,Los Molles,protected,shallow,2,3,Corallina spp.,0
3413,Kelp,Los Molles,protected,shallow,2,3,Crustosa verde,13.88888889
3414,Kelp,Los Molles,protected,shallow,2,3,Gelidium spp.,0
3415,Kelp,Los Molles,protected,shallow,2,3,Hildenbrandia,0
3416,Kelp,Los Molles,protected,shallow,2,3,Algae indet,0
3417,Kelp,Los Molles,protected,shallow,2,3,Lessonia,0
3418,Kelp,Los Molles,protected,shallow,2,3,Lithothamnium,77.77777778
3419,Kelp,Los Molles,protected,shallow,2,3,Filamentous,0
3420,Kelp,Los Molles,protected,shallow,2,3,Filamentous,5.555555556
3421,Kelp,Los Molles,protected,shallow,2,3,Ralfsia confusa,0
3422,Kelp,Los Molles,protected,shallow,2,3,Lessonia skeleton,0
3423,Kelp,Los Molles,protected,shallow,2,3,Anemona ,0
3424,Kelp,Los Molles,protected,shallow,2,3,Calleporella,0
3425,Kelp,Los Molles,protected,shallow,2,3,Chiton,0
3426,Kelp,Los Molles,protected,shallow,2,3,Cirripedios,2.777777778
3427,Kelp,Los Molles,protected,shallow,2,3,Crustaceo,0
3428,Kelp,Los Molles,protected,shallow,2,3,Entalphora,0
3429,Kelp,Los Molles,protected,shallow,2,3,Erizos,0
3430,Kelp,Los Molles,protected,shallow,2,3,Estrella,0
3431,Kelp,Los Molles,protected,shallow,2,3,Gastropodo,0
3432,Kelp,Los Molles,protected,shallow,2,3,Heliaster helianthus,0
3433,Kelp,Los Molles,protected,shallow,2,3,Hidrozoo,0
3434,Kelp,Los Molles,protected,shallow,2,3,Opistobranchio,0
3435,Kelp,Los Molles,protected,shallow,2,3,Sponge,0
3436,Kelp,Los Molles,protected,shallow,2,3,Poliqueto,0
3437,Kelp,Los Molles,protected,shallow,2,3,Tunicado,0
3438,Kelp,Los Molles,protected,shallow,2,3,Peces,0
3439,Kelp,Los Molles,protected,shallow,2,3,Shadow,18
3440,Kelp,Los Molles,protected,shallow,2,3,Tape,10
3441,Kelp,Los Molles,protected,shallow,2,3,Wand,0
3442,Kelp,Los Molles,protected,shallow,2,4,Boulder,0
3443,Kelp,Los Molles,protected,shallow,2,4,Conchuela,0
3444,Kelp,Los Molles,protected,shallow,2,4,Rock,0
3445,Kelp,Los Molles,protected,shallow,2,4,Rock,0
3446,Kelp,Los Molles,protected,shallow,2,4,Rock,0
3447,Kelp,Los Molles,protected,shallow,2,4,Rock,0
3448,Kelp,Los Molles,protected,shallow,2,4,Sand,0
3449,Kelp,Los Molles,protected,shallow,2,4,Corallina spp.,0
3450,Kelp,Los Molles,protected,shallow,2,4,Crustosa verde,4.444444444
3451,Kelp,Los Molles,protected,shallow,2,4,Gelidium spp.,0
3452,Kelp,Los Molles,protected,shallow,2,4,Hildenbrandia,4.444444444
3453,Kelp,Los Molles,protected,shallow,2,4,Algae indet,0
3454,Kelp,Los Molles,protected,shallow,2,4,Lessonia,0
3455,Kelp,Los Molles,protected,shallow,2,4,Lithothamnium,66.66666667
3456,Kelp,Los Molles,protected,shallow,2,4,Filamentous,0
3457,Kelp,Los Molles,protected,shallow,2,4,Filamentous,24.44444444
3458,Kelp,Los Molles,protected,shallow,2,4,Ralfsia confusa,0
3459,Kelp,Los Molles,protected,shallow,2,4,Lessonia skeleton,0
3460,Kelp,Los Molles,protected,shallow,2,4,Anemona ,0
3461,Kelp,Los Molles,protected,shallow,2,4,Calleporella,0
3462,Kelp,Los Molles,protected,shallow,2,4,Chiton,0
3463,Kelp,Los Molles,protected,shallow,2,4,Cirripedios,0
3464,Kelp,Los Molles,protected,shallow,2,4,Crustaceo,0
3465,Kelp,Los Molles,protected,shallow,2,4,Entalphora,0
3466,Kelp,Los Molles,protected,shallow,2,4,Erizos,0
3467,Kelp,Los Molles,protected,shallow,2,4,Estrella,0
3468,Kelp,Los Molles,protected,shallow,2,4,Gastropodo,0
3469,Kelp,Los Molles,protected,shallow,2,4,Heliaster helianthus,0
3470,Kelp,Los Molles,protected,shallow,2,4,Hidrozoo,0
3471,Kelp,Los Molles,protected,shallow,2,4,Opistobranchio,0
3472,Kelp,Los Molles,protected,shallow,2,4,Sponge,0
3473,Kelp,Los Molles,protected,shallow,2,4,Poliqueto,0
3474,Kelp,Los Molles,protected,shallow,2,4,Tunicado,0
3475,Kelp,Los Molles,protected,shallow,2,4,Peces,0
3476,Kelp,Los Molles,protected,shallow,2,4,Shadow,10
3477,Kelp,Los Molles,protected,shallow,2,4,Tape,0
3478,Kelp,Los Molles,protected,shallow,2,4,Wand,0
3479,Kelp,Los Molles,protected,shallow,2,5,Boulder,0
3480,Kelp,Los Molles,protected,shallow,2,5,Conchuela,0
3481,Kelp,Los Molles,protected,shallow,2,5,Rock,0
3482,Kelp,Los Molles,protected,shallow,2,5,Rock,0
3483,Kelp,Los Molles,protected,shallow,2,5,Rock,0
3484,Kelp,Los Molles,protected,shallow,2,5,Rock,0
3485,Kelp,Los Molles,protected,shallow,2,5,Sand,0
3486,Kelp,Los Molles,protected,shallow,2,5,Corallina spp.,6.52173913
3487,Kelp,Los Molles,protected,shallow,2,5,Crustosa verde,10.86956522
3488,Kelp,Los Molles,protected,shallow,2,5,Gelidium spp.,0
3489,Kelp,Los Molles,protected,shallow,2,5,Hildenbrandia,2.173913043
3490,Kelp,Los Molles,protected,shallow,2,5,Algae indet,0
3491,Kelp,Los Molles,protected,shallow,2,5,Lessonia,0
3492,Kelp,Los Molles,protected,shallow,2,5,Lithothamnium,78.26086957
3493,Kelp,Los Molles,protected,shallow,2,5,Filamentous,0
3494,Kelp,Los Molles,protected,shallow,2,5,Filamentous,0
3495,Kelp,Los Molles,protected,shallow,2,5,Ralfsia confusa,2.173913043
3496,Kelp,Los Molles,protected,shallow,2,5,Lessonia skeleton,0
3497,Kelp,Los Molles,protected,shallow,2,5,Anemona ,0
3498,Kelp,Los Molles,protected,shallow,2,5,Calleporella,0
3499,Kelp,Los Molles,protected,shallow,2,5,Chiton,0
3500,Kelp,Los Molles,protected,shallow,2,5,Cirripedios,0
3501,Kelp,Los Molles,protected,shallow,2,5,Crustaceo,0
3502,Kelp,Los Molles,protected,shallow,2,5,Entalphora,0
3503,Kelp,Los Molles,protected,shallow,2,5,Erizos,0
3504,Kelp,Los Molles,protected,shallow,2,5,Estrella,0
3505,Kelp,Los Molles,protected,shallow,2,5,Gastropodo,0
3506,Kelp,Los Molles,protected,shallow,2,5,Heliaster helianthus,0
3507,Kelp,Los Molles,protected,shallow,2,5,Hidrozoo,0
3508,Kelp,Los Molles,protected,shallow,2,5,Opistobranchio,0
3509,Kelp,Los Molles,protected,shallow,2,5,Sponge,0
3510,Kelp,Los Molles,protected,shallow,2,5,Poliqueto,0
3511,Kelp,Los Molles,protected,shallow,2,5,Tunicado,0
3512,Kelp,Los Molles,protected,shallow,2,5,Peces,0
3513,Kelp,Los Molles,protected,shallow,2,5,Shadow,8
3514,Kelp,Los Molles,protected,shallow,2,5,Tape,0
3515,Kelp,Los Molles,protected,shallow,2,5,Wand,0
3516,Kelp,Los Molles,protected,shallow,2,6,Boulder,0
3517,Kelp,Los Molles,protected,shallow,2,6,Conchuela,0
3518,Kelp,Los Molles,protected,shallow,2,6,Rock,0
3519,Kelp,Los Molles,protected,shallow,2,6,Rock,0
3520,Kelp,Los Molles,protected,shallow,2,6,Rock,0
3521,Kelp,Los Molles,protected,shallow,2,6,Rock,0
3522,Kelp,Los Molles,protected,shallow,2,6,Sand,0
3523,Kelp,Los Molles,protected,shallow,2,6,Corallina spp.,0
3524,Kelp,Los Molles,protected,shallow,2,6,Crustosa verde,2.325581395
3525,Kelp,Los Molles,protected,shallow,2,6,Gelidium spp.,0
3526,Kelp,Los Molles,protected,shallow,2,6,Hildenbrandia,4.651162791
3527,Kelp,Los Molles,protected,shallow,2,6,Algae indet,0
3528,Kelp,Los Molles,protected,shallow,2,6,Lessonia,0
3529,Kelp,Los Molles,protected,shallow,2,6,Lithothamnium,88.37209302
3530,Kelp,Los Molles,protected,shallow,2,6,Filamentous,0
3531,Kelp,Los Molles,protected,shallow,2,6,Filamentous,4.651162791
3532,Kelp,Los Molles,protected,shallow,2,6,Ralfsia confusa,0
3533,Kelp,Los Molles,protected,shallow,2,6,Lessonia skeleton,0
3534,Kelp,Los Molles,protected,shallow,2,6,Anemona ,0
3535,Kelp,Los Molles,protected,shallow,2,6,Calleporella,0
3536,Kelp,Los Molles,protected,shallow,2,6,Chiton,0
3537,Kelp,Los Molles,protected,shallow,2,6,Cirripedios,0
3538,Kelp,Los Molles,protected,shallow,2,6,Crustaceo,0
3539,Kelp,Los Molles,protected,shallow,2,6,Entalphora,0
3540,Kelp,Los Molles,protected,shallow,2,6,Erizos,0
3541,Kelp,Los Molles,protected,shallow,2,6,Estrella,0
3542,Kelp,Los Molles,protected,shallow,2,6,Gastropodo,0
3543,Kelp,Los Molles,protected,shallow,2,6,Heliaster helianthus,0
3544,Kelp,Los Molles,protected,shallow,2,6,Hidrozoo,0
3545,Kelp,Los Molles,protected,shallow,2,6,Opistobranchio,0
3546,Kelp,Los Molles,protected,shallow,2,6,Sponge,0
3547,Kelp,Los Molles,protected,shallow,2,6,Poliqueto,0
3548,Kelp,Los Molles,protected,shallow,2,6,Tunicado,0
3549,Kelp,Los Molles,protected,shallow,2,6,Peces,0
3550,Kelp,Los Molles,protected,shallow,2,6,Shadow,14
3551,Kelp,Los Molles,protected,shallow,2,6,Tape,0
3552,Kelp,Los Molles,protected,shallow,2,6,Wand,0
3553,Kelp,Los Molles,protected,shallow,2,7,Boulder,0
3554,Kelp,Los Molles,protected,shallow,2,7,Conchuela,0
3555,Kelp,Los Molles,protected,shallow,2,7,Rock,0
3556,Kelp,Los Molles,protected,shallow,2,7,Rock,0
3557,Kelp,Los Molles,protected,shallow,2,7,Rock,0
3558,Kelp,Los Molles,protected,shallow,2,7,Rock,0
3559,Kelp,Los Molles,protected,shallow,2,7,Sand,0
3560,Kelp,Los Molles,protected,shallow,2,7,Corallina spp.,0
3561,Kelp,Los Molles,protected,shallow,2,7,Crustosa verde,6.818181818
3562,Kelp,Los Molles,protected,shallow,2,7,Gelidium spp.,0
3563,Kelp,Los Molles,protected,shallow,2,7,Hildenbrandia,4.545454545
3564,Kelp,Los Molles,protected,shallow,2,7,Algae indet,4.545454545
3565,Kelp,Los Molles,protected,shallow,2,7,Lessonia,0
3566,Kelp,Los Molles,protected,shallow,2,7,Lithothamnium,61.36363636
3567,Kelp,Los Molles,protected,shallow,2,7,Filamentous,0
3568,Kelp,Los Molles,protected,shallow,2,7,Filamentous,20.45454545
3569,Kelp,Los Molles,protected,shallow,2,7,Ralfsia confusa,2.272727273
3570,Kelp,Los Molles,protected,shallow,2,7,Lessonia skeleton,0
3571,Kelp,Los Molles,protected,shallow,2,7,Anemona ,0
3572,Kelp,Los Molles,protected,shallow,2,7,Calleporella,0
3573,Kelp,Los Molles,protected,shallow,2,7,Chiton,0
3574,Kelp,Los Molles,protected,shallow,2,7,Cirripedios,0
3575,Kelp,Los Molles,protected,shallow,2,7,Crustaceo,0
3576,Kelp,Los Molles,protected,shallow,2,7,Entalphora,0
3577,Kelp,Los Molles,protected,shallow,2,7,Erizos,0
3578,Kelp,Los Molles,protected,shallow,2,7,Estrella,0
3579,Kelp,Los Molles,protected,shallow,2,7,Gastropodo,0
3580,Kelp,Los Molles,protected,shallow,2,7,Heliaster helianthus,0
3581,Kelp,Los Molles,protected,shallow,2,7,Hidrozoo,0
3582,Kelp,Los Molles,protected,shallow,2,7,Opistobranchio,0
3583,Kelp,Los Molles,protected,shallow,2,7,Sponge,0
3584,Kelp,Los Molles,protected,shallow,2,7,Poliqueto,0
3585,Kelp,Los Molles,protected,shallow,2,7,Tunicado,0
3586,Kelp,Los Molles,protected,shallow,2,7,Peces,0
3587,Kelp,Los Molles,protected,shallow,2,7,Shadow,8
3588,Kelp,Los Molles,protected,shallow,2,7,Tape,4
3589,Kelp,Los Molles,protected,shallow,2,7,Wand,0
3590,Kelp,Los Molles,protected,shallow,2,8,Boulder,0
3591,Kelp,Los Molles,protected,shallow,2,8,Conchuela,0
3592,Kelp,Los Molles,protected,shallow,2,8,Rock,0
3593,Kelp,Los Molles,protected,shallow,2,8,Rock,0
3594,Kelp,Los Molles,protected,shallow,2,8,Rock,4.545454545
3595,Kelp,Los Molles,protected,shallow,2,8,Rock,0
3596,Kelp,Los Molles,protected,shallow,2,8,Sand,0
3597,Kelp,Los Molles,protected,shallow,2,8,Corallina spp.,0
3598,Kelp,Los Molles,protected,shallow,2,8,Crustosa verde,22.72727273
3599,Kelp,Los Molles,protected,shallow,2,8,Gelidium spp.,0
3600,Kelp,Los Molles,protected,shallow,2,8,Hildenbrandia,0
3601,Kelp,Los Molles,protected,shallow,2,8,Algae indet,0
3602,Kelp,Los Molles,protected,shallow,2,8,Lessonia,0
3603,Kelp,Los Molles,protected,shallow,2,8,Lithothamnium,54.54545455
3604,Kelp,Los Molles,protected,shallow,2,8,Filamentous,0
3605,Kelp,Los Molles,protected,shallow,2,8,Filamentous,11.36363636
3606,Kelp,Los Molles,protected,shallow,2,8,Ralfsia confusa,0
3607,Kelp,Los Molles,protected,shallow,2,8,Lessonia skeleton,0
3608,Kelp,Los Molles,protected,shallow,2,8,Anemona ,0
3609,Kelp,Los Molles,protected,shallow,2,8,Calleporella,0
3610,Kelp,Los Molles,protected,shallow,2,8,Chiton,0
3611,Kelp,Los Molles,protected,shallow,2,8,Cirripedios,0
3612,Kelp,Los Molles,protected,shallow,2,8,Crustaceo,0
3613,Kelp,Los Molles,protected,shallow,2,8,Entalphora,0
3614,Kelp,Los Molles,protected,shallow,2,8,Erizos,0
3615,Kelp,Los Molles,protected,shallow,2,8,Estrella,0
3616,Kelp,Los Molles,protected,shallow,2,8,Gastropodo,6.818181818
3617,Kelp,Los Molles,protected,shallow,2,8,Heliaster helianthus,0
3618,Kelp,Los Molles,protected,shallow,2,8,Hidrozoo,0
3619,Kelp,Los Molles,protected,shallow,2,8,Opistobranchio,0
3620,Kelp,Los Molles,protected,shallow,2,8,Sponge,0
3621,Kelp,Los Molles,protected,shallow,2,8,Poliqueto,0
3622,Kelp,Los Molles,protected,shallow,2,8,Tunicado,0
3623,Kelp,Los Molles,protected,shallow,2,8,Peces,0
3624,Kelp,Los Molles,protected,shallow,2,8,Shadow,6
3625,Kelp,Los Molles,protected,shallow,2,8,Tape,6
3626,Kelp,Los Molles,protected,shallow,2,8,Wand,0
3627,Kelp,Los Molles,protected,shallow,2,9,Boulder,0
3628,Kelp,Los Molles,protected,shallow,2,9,Conchuela,0
3629,Kelp,Los Molles,protected,shallow,2,9,Rock,0
3630,Kelp,Los Molles,protected,shallow,2,9,Rock,0
3631,Kelp,Los Molles,protected,shallow,2,9,Rock,0
3632,Kelp,Los Molles,protected,shallow,2,9,Rock,0
3633,Kelp,Los Molles,protected,shallow,2,9,Sand,0
3634,Kelp,Los Molles,protected,shallow,2,9,Corallina spp.,0
3635,Kelp,Los Molles,protected,shallow,2,9,Crustosa verde,0
3636,Kelp,Los Molles,protected,shallow,2,9,Gelidium spp.,0
3637,Kelp,Los Molles,protected,shallow,2,9,Hildenbrandia,2.272727273
3638,Kelp,Los Molles,protected,shallow,2,9,Algae indet,0
3639,Kelp,Los Molles,protected,shallow,2,9,Lessonia,0
3640,Kelp,Los Molles,protected,shallow,2,9,Lithothamnium,79.54545455
3641,Kelp,Los Molles,protected,shallow,2,9,Filamentous,0
3642,Kelp,Los Molles,protected,shallow,2,9,Filamentous,18.18181818
3643,Kelp,Los Molles,protected,shallow,2,9,Ralfsia confusa,0
3644,Kelp,Los Molles,protected,shallow,2,9,Lessonia skeleton,0
3645,Kelp,Los Molles,protected,shallow,2,9,Anemona ,0
3646,Kelp,Los Molles,protected,shallow,2,9,Calleporella,0
3647,Kelp,Los Molles,protected,shallow,2,9,Chiton,0
3648,Kelp,Los Molles,protected,shallow,2,9,Cirripedios,0
3649,Kelp,Los Molles,protected,shallow,2,9,Crustaceo,0
3650,Kelp,Los Molles,protected,shallow,2,9,Entalphora,0
3651,Kelp,Los Molles,protected,shallow,2,9,Erizos,0
3652,Kelp,Los Molles,protected,shallow,2,9,Estrella,0
3653,Kelp,Los Molles,protected,shallow,2,9,Gastropodo,0
3654,Kelp,Los Molles,protected,shallow,2,9,Heliaster helianthus,0
3655,Kelp,Los Molles,protected,shallow,2,9,Hidrozoo,0
3656,Kelp,Los Molles,protected,shallow,2,9,Opistobranchio,0
3657,Kelp,Los Molles,protected,shallow,2,9,Sponge,0
3658,Kelp,Los Molles,protected,shallow,2,9,Poliqueto,0
3659,Kelp,Los Molles,protected,shallow,2,9,Tunicado,0
3660,Kelp,Los Molles,protected,shallow,2,9,Peces,0
3661,Kelp,Los Molles,protected,shallow,2,9,Shadow,12
3662,Kelp,Los Molles,protected,shallow,2,9,Tape,0
3663,Kelp,Los Molles,protected,shallow,2,9,Wand,0
3664,Kelp,Los Molles,protected,shallow,2,10,Boulder,0
3665,Kelp,Los Molles,protected,shallow,2,10,Conchuela,0
3666,Kelp,Los Molles,protected,shallow,2,10,Rock,0
3667,Kelp,Los Molles,protected,shallow,2,10,Rock,0
3668,Kelp,Los Molles,protected,shallow,2,10,Rock,0
3669,Kelp,Los Molles,protected,shallow,2,10,Rock,0
3670,Kelp,Los Molles,protected,shallow,2,10,Sand,0
3671,Kelp,Los Molles,protected,shallow,2,10,Corallina spp.,0
3672,Kelp,Los Molles,protected,shallow,2,10,Crustosa verde,0
3673,Kelp,Los Molles,protected,shallow,2,10,Gelidium spp.,0
3674,Kelp,Los Molles,protected,shallow,2,10,Hildenbrandia,2.631578947
3675,Kelp,Los Molles,protected,shallow,2,10,Algae indet,0
3676,Kelp,Los Molles,protected,shallow,2,10,Lessonia,0
3677,Kelp,Los Molles,protected,shallow,2,10,Lithothamnium,92.10526316
3678,Kelp,Los Molles,protected,shallow,2,10,Filamentous,0
3679,Kelp,Los Molles,protected,shallow,2,10,Filamentous,0
3680,Kelp,Los Molles,protected,shallow,2,10,Ralfsia confusa,0
3681,Kelp,Los Molles,protected,shallow,2,10,Lessonia skeleton,5.263157895
3682,Kelp,Los Molles,protected,shallow,2,10,Anemona ,0
3683,Kelp,Los Molles,protected,shallow,2,10,Calleporella,0
3684,Kelp,Los Molles,protected,shallow,2,10,Chiton,0
3685,Kelp,Los Molles,protected,shallow,2,10,Cirripedios,0
3686,Kelp,Los Molles,protected,shallow,2,10,Crustaceo,0
3687,Kelp,Los Molles,protected,shallow,2,10,Entalphora,0
3688,Kelp,Los Molles,protected,shallow,2,10,Erizos,0
3689,Kelp,Los Molles,protected,shallow,2,10,Estrella,0
3690,Kelp,Los Molles,protected,shallow,2,10,Gastropodo,0
3691,Kelp,Los Molles,protected,shallow,2,10,Heliaster helianthus,0
3692,Kelp,Los Molles,protected,shallow,2,10,Hidrozoo,0
3693,Kelp,Los Molles,protected,shallow,2,10,Opistobranchio,0
3694,Kelp,Los Molles,protected,shallow,2,10,Sponge,0
3695,Kelp,Los Molles,protected,shallow,2,10,Poliqueto,0
3696,Kelp,Los Molles,protected,shallow,2,10,Tunicado,0
3697,Kelp,Los Molles,protected,shallow,2,10,Peces,0
3698,Kelp,Los Molles,protected,shallow,2,10,Shadow,22
3699,Kelp,Los Molles,protected,shallow,2,10,Tape,2
3700,Kelp,Los Molles,protected,shallow,2,10,Wand,0
3701,Kelp,Los Molles,protected,shallow,3,1,Boulder,0
3702,Kelp,Los Molles,protected,shallow,3,1,Conchuela,0
3703,Kelp,Los Molles,protected,shallow,3,1,Rock,0
3704,Kelp,Los Molles,protected,shallow,3,1,Rock,0
3705,Kelp,Los Molles,protected,shallow,3,1,Rock,0
3706,Kelp,Los Molles,protected,shallow,3,1,Rock,0
3707,Kelp,Los Molles,protected,shallow,3,1,Sand,0
3708,Kelp,Los Molles,protected,shallow,3,1,Corallina spp.,0
3709,Kelp,Los Molles,protected,shallow,3,1,Crustosa verde,2.5
3710,Kelp,Los Molles,protected,shallow,3,1,Gelidium spp.,0
3711,Kelp,Los Molles,protected,shallow,3,1,Hildenbrandia,5
3712,Kelp,Los Molles,protected,shallow,3,1,Algae indet,0
3713,Kelp,Los Molles,protected,shallow,3,1,Lessonia,0
3714,Kelp,Los Molles,protected,shallow,3,1,Lithothamnium,92.5
3715,Kelp,Los Molles,protected,shallow,3,1,Filamentous,0
3716,Kelp,Los Molles,protected,shallow,3,1,Filamentous,0
3717,Kelp,Los Molles,protected,shallow,3,1,Ralfsia confusa,0
3718,Kelp,Los Molles,protected,shallow,3,1,Lessonia skeleton,0
3719,Kelp,Los Molles,protected,shallow,3,1,Anemona ,0
3720,Kelp,Los Molles,protected,shallow,3,1,Calleporella,0
3721,Kelp,Los Molles,protected,shallow,3,1,Chiton,0
3722,Kelp,Los Molles,protected,shallow,3,1,Cirripedios,0
3723,Kelp,Los Molles,protected,shallow,3,1,Crustaceo,0
3724,Kelp,Los Molles,protected,shallow,3,1,Entalphora,0
3725,Kelp,Los Molles,protected,shallow,3,1,Erizos,0
3726,Kelp,Los Molles,protected,shallow,3,1,Estrella,0
3727,Kelp,Los Molles,protected,shallow,3,1,Gastropodo,0
3728,Kelp,Los Molles,protected,shallow,3,1,Heliaster helianthus,0
3729,Kelp,Los Molles,protected,shallow,3,1,Hidrozoo,0
3730,Kelp,Los Molles,protected,shallow,3,1,Opistobranchio,0
3731,Kelp,Los Molles,protected,shallow,3,1,Sponge,0
3732,Kelp,Los Molles,protected,shallow,3,1,Poliqueto,0
3733,Kelp,Los Molles,protected,shallow,3,1,Tunicado,0
3734,Kelp,Los Molles,protected,shallow,3,1,Peces,0
3735,Kelp,Los Molles,protected,shallow,3,1,Shadow,16
3736,Kelp,Los Molles,protected,shallow,3,1,Tape,4
3737,Kelp,Los Molles,protected,shallow,3,1,Wand,0
3738,Kelp,Los Molles,protected,shallow,3,2,Boulder,0
3739,Kelp,Los Molles,protected,shallow,3,2,Conchuela,0
3740,Kelp,Los Molles,protected,shallow,3,2,Rock,0
3741,Kelp,Los Molles,protected,shallow,3,2,Rock,0
3742,Kelp,Los Molles,protected,shallow,3,2,Rock,0
3743,Kelp,Los Molles,protected,shallow,3,2,Rock,0
3744,Kelp,Los Molles,protected,shallow,3,2,Sand,0
3745,Kelp,Los Molles,protected,shallow,3,2,Corallina spp.,0
3746,Kelp,Los Molles,protected,shallow,3,2,Crustosa verde,9.756097561
3747,Kelp,Los Molles,protected,shallow,3,2,Gelidium spp.,0
3748,Kelp,Los Molles,protected,shallow,3,2,Hildenbrandia,9.756097561
3749,Kelp,Los Molles,protected,shallow,3,2,Algae indet,0
3750,Kelp,Los Molles,protected,shallow,3,2,Lessonia,0
3751,Kelp,Los Molles,protected,shallow,3,2,Lithothamnium,80.48780488
3752,Kelp,Los Molles,protected,shallow,3,2,Filamentous,0
3753,Kelp,Los Molles,protected,shallow,3,2,Filamentous,0
3754,Kelp,Los Molles,protected,shallow,3,2,Ralfsia confusa,0
3755,Kelp,Los Molles,protected,shallow,3,2,Lessonia skeleton,0
3756,Kelp,Los Molles,protected,shallow,3,2,Anemona ,0
3757,Kelp,Los Molles,protected,shallow,3,2,Calleporella,0
3758,Kelp,Los Molles,protected,shallow,3,2,Chiton,0
3759,Kelp,Los Molles,protected,shallow,3,2,Cirripedios,0
3760,Kelp,Los Molles,protected,shallow,3,2,Crustaceo,0
3761,Kelp,Los Molles,protected,shallow,3,2,Entalphora,0
3762,Kelp,Los Molles,protected,shallow,3,2,Erizos,0
3763,Kelp,Los Molles,protected,shallow,3,2,Estrella,0
3764,Kelp,Los Molles,protected,shallow,3,2,Gastropodo,0
3765,Kelp,Los Molles,protected,shallow,3,2,Heliaster helianthus,0
3766,Kelp,Los Molles,protected,shallow,3,2,Hidrozoo,0
3767,Kelp,Los Molles,protected,shallow,3,2,Opistobranchio,0
3768,Kelp,Los Molles,protected,shallow,3,2,Sponge,0
3769,Kelp,Los Molles,protected,shallow,3,2,Poliqueto,0
3770,Kelp,Los Molles,protected,shallow,3,2,Tunicado,0
3771,Kelp,Los Molles,protected,shallow,3,2,Peces,0
